,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
100,7405.0,24.0,214.827,108.15,166.342,15.8242,47.76055,48.486,56.418,20.016,466.0,69327.0,244.00000000000009,0.0,production,OP
101,7405.0,24.0,214.761,108.15100000000001,166.585,15.8242,47.7135,48.176,55.026999999999994,19.707,463.99999999999994,68817.0,241.99999999999994,0.0,production,OP
102,7405.0,24.0,214.923,108.148,167.47400000000002,15.8242,47.695170000000005,47.449,58.937,19.009,459.0,68361.0,241.0,0.0,production,OP
103,7405.0,24.0,215.035,108.147,167.639,15.8242,47.686240000000005,47.396,58.306999999999995,18.922,458.00000000000006,68466.0,241.0,0.0,production,OP
104,7405.0,22.42,216.045,108.021,168.827,15.8242,43.93395,47.218,55.548,18.539,291.0,44919.0,138.99999999999994,0.0,production,OP
105,7405.0,24.0,215.11199999999997,108.14200000000001,170.3,15.8242,47.97656,44.812,56.696000000000005,16.288,487.00000000000006,72966.0,256.00000000000006,0.0,production,OP
106,7405.0,24.0,215.062,108.176,168.71599999999998,15.8242,47.70091,46.346000000000004,58.756,17.868,469.0,69274.0,241.99999999999994,0.0,production,OP
107,7405.0,24.0,215.205,108.182,169.048,15.8242,47.71833,46.157,58.985,17.680999999999997,465.00000000000006,69891.0,240.00000000000006,0.0,production,OP
108,7405.0,24.0,215.378,108.182,169.28099999999998,15.8242,47.633359999999996,46.097,59.718999999999994,17.614,467.0,69743.0,232.0,0.0,production,OP
109,7405.0,24.0,215.52599999999998,108.18299999999999,169.771,15.8242,47.65598,45.756,59.467,17.269000000000002,463.99999999999994,69237.0,232.99999999999994,0.0,production,OP
110,7405.0,24.0,215.614,108.18299999999999,170.112,15.8242,47.60958,45.501,60.038999999999994,17.047,459.0,68831.0,252.0,0.0,production,OP
111,7405.0,24.0,215.844,108.18299999999999,170.957,15.8242,47.591029999999996,44.887,58.891,16.437,461.0,68638.0,259.99999999999994,0.0,production,OP
112,7405.0,24.0,216.08700000000005,108.18299999999999,171.445,15.8242,47.60245,44.641999999999996,59.252,16.195,458.00000000000006,68331.0,245.00000000000003,0.0,production,OP
113,7405.0,24.0,215.96599999999995,108.191,171.36700000000002,15.8242,48.1316,44.598,56.663999999999994,16.151,482.0,71885.0,259.0,0.0,production,OP
114,7405.0,24.0,214.62599999999998,108.23299999999999,169.636,15.8242,48.716770000000004,44.99,57.165,16.522000000000002,489.0,72278.0,243.0,0.0,production,OP
115,7405.0,24.0,215.092,108.22,171.845,15.8242,48.717890000000004,43.247,58.958999999999996,14.725,375.99999999999994,56055.00000000001,218.00000000000003,0.0,production,OP
116,7405.0,24.0,215.027,108.221,171.356,15.8242,48.72132,43.67100000000001,59.044,15.15,378.0,56399.0,218.00000000000003,0.0,production,OP
117,7405.0,24.0,215.155,108.21700000000001,172.016,15.8242,48.70453,43.138999999999996,58.06300000000001,14.605,379.0,56289.99999999999,218.00000000000003,0.0,production,OP
118,7405.0,24.0,215.12999999999997,108.21700000000001,171.87900000000002,15.8242,48.69856,43.251000000000005,57.608000000000004,14.744000000000002,377.00000000000006,56568.99999999999,213.00000000000006,0.0,production,OP
119,7405.0,24.0,212.895,108.262,168.859,15.8242,49.538140000000006,44.036,56.583,15.517999999999999,418.0,61912.00000000001,227.99999999999997,0.0,production,OP
120,7405.0,24.0,210.167,108.325,166.75799999999998,12.0626,49.63278,43.409,63.583,14.913,507.99999999999994,75078.0,262.00000000000006,0.0,production,OP
121,7405.0,24.0,209.823,108.321,167.206,15.8242,49.59429,42.617,62.685,14.107999999999999,470.0,69713.0,253.00000000000006,0.0,production,OP
122,7405.0,24.0,210.09400000000002,108.307,169.043,15.8242,50.19488,41.051,60.702000000000005,12.535,521.0,77391.0,294.00000000000006,0.0,production,OP
123,7405.0,24.0,210.18400000000003,108.29700000000001,169.81900000000002,15.725600000000002,50.21089,40.365,62.56,11.838,518.0,76995.0,297.0,0.0,production,OP
124,7405.0,24.0,210.545,108.28299999999999,170.39700000000002,15.8242,49.9463,40.148,58.14,11.606,492.99999999999994,73657.0,290.0,0.0,production,OP
125,7405.0,24.0,210.63099999999997,108.281,170.858,15.8242,50.23923,39.773,56.231,11.219000000000001,509.00000000000006,76002.0,303.00000000000006,0.0,production,OP
126,7405.0,24.0,213.44799999999998,108.171,176.09799999999998,19.6388,49.43711,37.35,50.724000000000004,8.751,352.0,52975.0,241.0,0.0,production,OP
127,7405.0,24.0,215.506,108.13799999999999,178.412,15.683000000000005,48.82824,37.094,44.266999999999996,8.482000000000001,287.0,44830.0,240.00000000000006,0.0,production,OP
128,7405.0,24.0,215.89500000000004,108.15899999999999,178.003,19.6388,48.57821,37.891999999999996,50.89,9.291,279.0,44300.0,235.00000000000009,0.0,production,OP
129,7405.0,24.0,215.855,108.189,177.02300000000002,18.5152,48.49824,38.83200000000001,56.83100000000001,10.254000000000001,297.0,47071.0,249.00000000000006,0.0,production,OP
130,7405.0,24.0,215.77700000000002,108.204,176.233,18.5152,48.4718,39.543,57.32899999999999,10.978,297.0,46462.0,247.99999999999997,0.0,production,OP
131,7405.0,24.0,216.002,108.20200000000001,176.63499999999996,18.5152,48.47927,39.366,52.846000000000004,10.796,296.0,44219.0,247.00000000000003,0.0,production,OP
132,7405.0,24.0,216.01600000000002,108.211,176.177,18.5152,48.47286,39.839,53.758,11.259,296.0,44243.0,247.00000000000003,0.0,production,OP
133,7405.0,24.0,216.08200000000002,108.215,176.08,18.5152,48.44686,40.001,57.06399999999999,11.427,293.0,44083.0,247.00000000000003,0.0,production,OP
134,7405.0,0.9900000000000001,217.06499999999997,108.215,176.476,16.8074,15.614030000000001,40.589,56.849,12.717,0.0,0.0,0.0,0.0,production,OP
135,7405.0,0.0,242.944,103.647,242.37799999999996,1.0493999999999999,0.51505,0.5660000000000001,15.363000000000001,0.5660000000000001,0.0,0.0,0.0,0.0,production,OP
136,7405.0,0.0,234.10699999999997,104.12899999999999,233.521,2.7073999999999994,0.5360199999999999,0.586,19.296,0.586,0.0,0.0,0.0,0.0,production,OP
137,7405.0,0.0,234.10699999999997,104.12899999999999,233.521,2.7073999999999994,0.5360199999999999,0.586,19.296,0.586,0.0,0.0,0.0,0.0,production,OP
138,7405.0,0.0,234.10699999999997,104.12899999999999,233.521,2.7073999999999994,0.5360199999999999,0.586,19.296,0.586,0.0,0.0,0.0,0.0,production,OP
139,7405.0,0.0,234.10699999999997,104.12899999999999,233.521,2.7073999999999994,0.5360199999999999,0.586,19.296,0.586,0.0,0.0,0.0,0.0,production,OP
140,7405.0,0.0,266.286,101.806,205.78599999999997,1.7877999999999998,0.5051899999999999,60.498999999999995,21.191999999999997,60.498999999999995,0.0,0.0,0.0,0.0,production,OP
141,7405.0,0.0,268.533,101.25299999999999,188.69,1.9791999999999998,0.52745,79.843,18.682000000000002,79.843,0.0,0.0,0.0,0.0,production,OP
142,7405.0,0.0,271.096,101.206,190.03099999999995,1.9791999999999998,0.51857,81.065,18.273,81.065,0.0,0.0,0.0,0.0,production,OP
143,7405.0,0.0,266.151,98.061,184.237,1.9005999999999998,0.50971,81.914,17.432000000000002,81.914,0.0,0.0,0.0,0.0,production,OP
144,7405.0,0.0,276.538,101.18299999999999,195.21400000000003,1.948,0.49238999999999994,81.324,15.927,81.324,0.0,0.0,0.0,0.0,production,OP
145,7405.0,0.0,279.004,101.12799999999999,196.735,1.948,0.47928000000000004,82.26899999999999,15.532000000000002,82.26899999999999,0.0,0.0,0.0,0.0,production,OP
146,7405.0,0.0,281.008,101.03200000000001,207.12,2.0025999999999997,0.49207,73.889,16.726,73.889,0.0,0.0,0.0,0.0,production,OP
147,7405.0,0.0,282.916,100.949,232.018,1.7498000000000002,0.5062300000000001,50.898,15.534,50.894,0.0,0.0,0.0,0.0,production,OP
148,7405.0,3.88,284.441,100.73700000000001,243.636,3.2304000000000004,3.73434,40.805,20.768,35.650999999999996,0.0,0.0,0.0,0.0,production,OP
149,7405.0,19.17,248.024,106.95299999999999,205.83399999999997,22.038800000000002,40.669909999999994,42.18999999999999,46.49,13.352,104.0,16926.0,74.00000000000006,0.0,production,OP
150,7405.0,24.0,237.287,107.37,208.8,17.477800000000002,61.08916,28.487,53.783,2.371,290.0,46376.0,537.0,0.0,production,OP
151,7405.0,24.0,223.51,108.49,184.59,10.524400000000002,53.05112,38.92,66.292,10.308,428.00000000000006,69487.0,344.0,0.0,production,OP
152,7405.0,24.0,225.251,108.443,181.588,12.0626,49.887440000000005,43.663999999999994,64.888,15.084000000000001,423.0,68818.0,342.0,0.0,production,OP
153,7405.0,24.0,225.938,108.428,181.00199999999998,18.5152,49.63413,44.937,60.686000000000014,16.368,412.0,67226.0,337.0,0.0,production,OP
154,7405.0,24.0,224.92899999999997,108.435,179.58,15.725600000000002,49.46683,45.34899999999999,62.91,16.791,411.0,66847.0,337.0,0.0,production,OP
155,7405.0,24.0,224.676,108.40799999999999,179.13699999999997,18.5152,49.47164,45.538999999999994,61.993,16.993,409.0,66355.0,334.00000000000006,0.0,production,OP
156,7405.0,24.0,224.65400000000002,108.38799999999999,179.21599999999998,18.5152,48.69733,45.438,62.495,16.898,390.0,63293.0,315.0,0.0,production,OP
157,7405.0,24.0,225.96099999999998,108.339,180.898,18.5152,48.653490000000005,45.06300000000001,57.543000000000006,16.516,380.0,60995.0,326.99999999999994,0.0,production,OP
158,7405.0,24.0,225.609,108.329,180.727,18.5152,48.61656,44.882,56.713,16.342,390.99999999999994,57082.0,325.00000000000006,0.0,production,OP
159,7405.0,24.0,225.3,108.32,180.79799999999997,18.5152,48.646840000000005,44.501999999999995,58.730999999999995,15.959,392.00000000000006,57123.0,329.00000000000006,0.0,production,OP
160,7405.0,24.0,225.149,108.315,181.19199999999998,18.5152,48.62198,43.957,60.817,15.414000000000001,383.99999999999994,56615.0,322.99999999999994,0.0,production,OP
161,7405.0,24.0,224.94299999999998,108.30799999999999,181.296,18.5152,48.62278,43.647,59.245,15.093,342.0,50991.0,290.99999999999994,0.0,production,OP
162,7405.0,24.0,224.80500000000004,108.301,181.513,18.5152,48.627320000000005,43.292,58.169,14.624,339.0,50947.0,290.99999999999994,0.0,production,OP
